id,regel,modul,severity,location,titel,problem,vorschlag,verifikation,verifikationsart
64,kausalitaet,CRM – Kommunikation,hoch,app/Http/Controllers/Email/LeadEmailReaderController.php:17-18 / routes/web.php:1388,GET-Route lead.email.fetch triggert synchronen IMAP-Abruf mit set_time_limit(0),"fetchAndStore() wird per GET ausgelöst, setzt set_time_limit(0) und ini_set('memory_limit', '256M') und iteriert über bis zu 1000 IMAP-Nachrichten synchron im Request. Das blockiert den PHP-Worker für potenziell Minuten, ist per GET aufrufbar (jeder, der die URL kennt, kann den Server lahmlegen) und macht den Vorgang für normale Nutzer unzuverlässig (Browser-Timeout, kein Fortschrittsindikator).","IMAP-Sync als Queue-Job (dispatch) ausführen, der Button löst nur den Job-Dispatch per POST aus und gibt sofort eine Antwort zurück. set_time_limit(0) in einem Job ist akzeptabel.","Die Stelle existiert exakt wie beschrieben: /app/Http/Controllers/Email/LeadEmailReaderController.php Zeilen 17-18 setzen set_time_limit(0) und ini_set('memory_limit','256M'), und die Methode fetchAndStore() iteriert synchron über bis zu 1000 IMAP-Nachrichten (50 Seiten x 20 Nachrichten, Zeilen 59-95) direkt im HTTP-Request. Die Route in routes/web.php:1388 ist explizit als GET definiert (Route::get('email-inbox/fetch', ...)), kein Queue-Job, kein POST, keine zusätzliche Zugriffsbeschränkung jenseits der Standard-Auth-Gruppe. Schweregrad ""hoch"" ist angemessen, da jeder authentifizierte Nutzer — oder bei fehlerhafter Middleware-Konfiguration jeder mit der URL — den PHP-Worker für mehrere Minuten blockieren kann.",statisch
65,kausalitaet,CRM – Kommunikation,hoch,app/Http/Controllers/Chat/ChatController.php:67 / 1217,users.name wird als Fremdschlüssel zu employees.id verwendet – semantisch falsch,"Das users.name-Feld (eigentlich der Anzeigename eines Users) wird als Fremdschlüssel auf employees.id behandelt: `$authEmployeeId = (int) auth()->user()->name` und im JOIN: `join('employees', 'employees.id', '=', 'users.name')`. Das ist konzeptionell falsch: users.name ist ein string-Name-Feld, kein Integer-FK. Wenn ein User einen echten Namen hat, scheitert der INT-Cast lautlos. Die Verknüpfung von User zu Employee sollte über eine user_id-Spalte in der employees-Tabelle erfolgen.","Eine ordentliche Beziehung herstellen: employees.user_id (FK) oder users.employee_id. Alle Stellen, die `users.name` als Integer-FK nutzen, auf die korrekte Spalte umstellen.","Beide genannten Stellen existieren exakt wie beschrieben: Zeile 67 setzt `$authEmployeeId = (int) auth()->user()->name` und Zeile 1217 enthält `->join('employees', 'employees.id', '=', 'users.name')`. Der JOIN verknüpft einen Integer-PK (`employees.id`) mit dem String-Feld `users.name`, was semantisch falsch ist und bei realen Nutzernamen zu einem lautlosen Integer-Cast von 0 führt.",statisch
66,kausalitaet,CRM – Leads & Kunden,hoch,"app/Http/Controllers/Customer/NewLeadsController.php:628,1064,3244,3261","Status-String-Inkonsistenz: Store setzt einfaches Leerzeichen, Filter sucht doppeltes","In store() (L628) wird gesetzt: 'um zu qualifizieren, bitte per Brief Kontakt aufnehmen' (ein Leerzeichen vor 'Kontakt'). In details_update() (L1064) und qualified() (L1776) wird dasselbe mit doppeltem Leerzeichen gesetzt: 'bitte per Brief  Kontakt aufnehmen'. Die Filterfunktion not_qualified_sort() (L3244) und incomplete_sort() (L3261) suchen jeweils nach der Doppel-Leerzeichen-Variante. Leads die über store() angelegt werden, erscheinen deshalb NIE in diesen Listen – kaputte Kernfunktion des Status-Filter-Workflows.","Status-Strings als Enumerations-Konstanten in einem separaten StatusEnum oder einer Konstante in NewLeads definieren und überall einheitlich referenzieren. Sofort: Alle Vorkommen auf einheitliches Leerzeichen normalisieren und eine Datenbank-Migration schreiben, die bestehende Records bereinigt.","Die Inkonsistenz existiert exakt wie beschrieben: store() (L628, L630, L632) schreibt Status-Strings mit einfachem Leerzeichen vor ""Kontakt"" (z.B. `bitte per Brief Kontakt aufnehmen`), während details_update() (L1064, L1067, L1070) und qualified() (L1776, L1780, L1784) doppelte Leerzeichen verwenden (z.B. `bitte per Brief  Kontakt aufnehmen`). Die Filter not_qualified_sort() (L3244) und incomplete_sort() (L3261) suchen ausschließlich nach den Doppel-Leerzeichen-Varianten — Leads aus store() sind damit strukturell unsichtbar in diesen Listen.",statisch
67,kausalitaet,CRM – Partner,hoch,resources/views/admin/employee/external/external.blade.php:63,Neu-Anlegen-Modal in external.blade sendet an external.update statt external.store,"Das 'Neue hinzufügen'-Modal-Formular hat als action route('external.update'), statt route('external.store'). external.update ruft ExternalPersonal::find($request->id)->update($request->all()) auf. Da das Neuanlegen-Formular keine id enthält, gibt find(null) null zurück, was einen Fatal Error (null->update()) verursacht. Das Anlegen neuer Zeitarbeitsfirmen ist dadurch komplett defekt.",Action des Neu-Anlegen-Formulars auf route('external.store') korrigieren.,"Zeile 63 in /Users/yamanuri/Documents/ticket/resources/views/admin/employee/external/external.blade.php sendet das Neu-Anlegen-Formular eindeutig an `route('external.update')`. Der Controller (ExternalPersonalController.php:118) ruft dort `ExternalPersonal::find($request->id)->update(...)` auf; da das Create-Formular kein `id`-Feld enthalt, liefert `find(null)` null und erzeugt einen Fatal Error. Die korrekte Route `external.store` mit `ExternalPersonal::create(...)` existiert (web.php:2521), wird aber nicht verwendet. Der Schweregrad ""hoch"" ist angemessen, da das Anlegen neuer Zeitarbeitsfirmen vollstandig defekt ist.",statisch
68,kausalitaet,CRM – Partner,hoch,app/Http/Controllers/Product/Brand/ExternalDepartmentsController.php:27-34,ExternalDepartmentsController: orWhere ohne Gruppierung umgeht ID-Filter (Cross-Company-Datenleck),"Die Suchabfrage in index() beginnt mit ->where('external_personals.id', '=', $id)->where('external_departments.department', 'like', ...) und setzt danach mehrere ->orWhere() ohne Klammerung fort (orWhere(name), orWhere(position), orWhere(phone) etc.). Wegen SQL-Präzedenz werden diese orWhere-Bedingungen als eigenständige OR-Klauseln ausgewertet, die den ID-Filter vollständig umgehen. Eine Suchanfrage gibt Abteilungen anderer Unternehmen zurück, die keine Beziehung zur übergebenen $id haben.","Alle orWhere-Bedingungen in einen ->where(function($q){...})-Block einschließen, damit der AND-Kontext für die ID-Bedingung erhalten bleibt.","Die Stelle existiert exakt wie beschrieben (Zeilen 26-34 in /Users/yamanuri/Documents/ticket/app/Http/Controllers/Product/Brand/ExternalDepartmentsController.php): Nach ->where('external_personals.id', '=', $id) folgen fünf ungeklammerte ->orWhere()-Aufrufe, die SQL-seitig eigenständige OR-Klauseln ohne ID-Bindung erzeugen. Ein Suchbegriff, der in name/position/phone/office/home eines beliebigen Fremddatensatzes enthalten ist, gibt diesen zurück – das ist ein reales Cross-Company-Datenleck. Der Schweregrad ""hoch"" ist angemessen, da jeder authentifizierte Nutzer durch einfache Sucheingabe auf Abteilungsdaten anderer Unternehmen zugreifen kann.",statisch
69,kausalitaet,Vertrieb – Angebote,hoch,app/Http/Controllers/Customer/Offer/OfferController.php:1354-1386,Komplettes Löschen (delete_type=complete) löscht keine physischen Dateien auf Disk,"Bei destroy() mit delete_type='complete' werden offer_folder_attachments und offer_pdf_prints per DB-Delete entfernt (Zeilen 1370-1375), aber die zugehörigen Dateien im Storage werden nicht gelöscht. Dagegen löscht deleteAttachment() in OfferFolderController::deleteAttachment() die Datei korrekt via Storage::disk('public')->delete(). Das führt zu unbegrenztem Wachstum verwaister Dateien im Storage bei vollständigen Angebotslöschungen.","Vor dem DB-Delete in destroy(): $attachments = DB::table('offer_folder_attachments')->where('offer_id',...)->pluck('file_path'); foreach($attachments as $path) { Storage::disk('public')->delete($path); }. Analog für pdf_prints.","Die Stelle ist real und exakt wie beschrieben: In /Users/yamanuri/Documents/ticket/app/Http/Controllers/Customer/Offer/OfferController.php, Zeilen 1370-1375, werden offer_folder_attachments und offer_pdf_prints per DB::table(...)->delete() entfernt, ohne dass zuvor Storage::disk('public')->delete() auf die file_path-Werte aufgerufen wird. Im Vergleich dazu löscht OfferFolderController::deleteAttachment() (Zeile 1300-1301) korrekt zuerst die physische Datei via Storage::disk('public')->delete($attachment->file_path). Es gibt kein Projektkonvention-Muster, das dieses Weglassen rechtfertigen würde. Schweregrad ""hoch"" ist angemessen, da jede vollständige Angebotslöschung verwaiste Dateien hinterlässt und Storage unbegrenzt wächst.",statisch
70,kausalitaet,Personal / HR,hoch,app/Http/Controllers/Employee/EmployeeController.php:653,EmployeeController::update() liest ID aus $_POST direkt statt Route Model Binding,"$id=$_POST['id']; (Zeile 653) — obwohl die Methode Employee $employee als Route-Model-Binding-Parameter deklariert, wird das empfangene Binding ignoriert und stattdessen $_POST['id'] direkt gelesen. Das umgeht sowohl Laravel-Validierung als auch implizites Binding und kann zu einer PHP-Notice führen, wenn 'id' im POST fehlt. Außerdem: Der Methodenname update() gibt 'The Employee has added successfully!' zurück statt einer Update-Meldung.",Zeile 653 durch $id = $employee->id; ersetzen und den Employee direkt nutzen ($employee->name = ...). Fehlermeldung korrigieren.,"Zeile 653 enthält exakt `$id=$_POST['id'];`, obwohl die Methode `update(Request $request, Employee $employee)` Route Model Binding deklariert — das Binding `$employee` wird vollständig ignoriert und stattdessen ein roher `$_POST`-Zugriff genutzt (PHP-Notice bei fehlendem Key, kein Binding-Schutz). Zusätzlich gibt Zeile 665 bei erfolgreichem Update die irreführende Meldung `'The Employee has added successfully!'` zurück. Beide Mängel sind real und keine Projektkonfention; Severity ""hoch"" ist angemessen, da ein fehlender POST-Key zu einem unkontrollierten Fehler führt und das implizite Sicherheitsmodell von Laravel umgangen wird.",statisch
71,kausalitaet,Artikel,hoch,app/Http/Controllers/Product/ProductController.php:1067-1088,Wizard-Stage 1 (Produkteigenschaft) speichert keine Felder,"Wenn stage==='1' wird nur product->updated_by gesetzt und gespeichert – keine technischen Felder werden übernommen. Der Wizard-Schritt 'Produkteigenschaft' (product_technical.blade.php) enthält ein separates eigenes <form> mit eigenem Submit. Das Haupt-Wizard-Formular sendet für Stage 1 demnach leer auf den store()-Endpunkt, der nichts tut. Nutzer erhalten jedoch 'Technische Daten gespeichert.' – irreführendes Feedback.","Entweder die technischen Felder ebenfalls ins Haupt-Wizard-Payload aufnehmen und im Store-Handler verarbeiten, oder den Stage-1-Sub-Form-Submit als eigenständigen AJAX-Call auf einen separaten Endpunkt leiten und aus dem Wizard-Flow herausnehmen.","Der Fund ist real: In `ProductController.php` Zeile 1067–1088 speichert `stage==='1'` tatsächlich nur `updated_by` und liefert dennoch `'Technische Daten gespeichert.'` zurück. Das Blade `product_technical.blade.php` (Zeile 29) enthält ein eigenständiges `<form id=""productDescriptionForm"">`, dessen Submit per JS (Zeile 2506 in `product_create.blade.php`) auf `handleDescriptionFormSubmit` → Route `product.description.store.ajax` umgeleitet wird — völlig getrennt vom Wizard-Flow. Datenverlust entsteht nicht (die Beschreibungen werden korrekt über den Sub-Form-AJAX gespeichert), aber das irreführende Erfolgs-Feedback aus dem Controller für Stage 1 ist ein echter UX/Konsistenz-Bug; Severity `hoch` ist leicht übertrieben, `mittel` wäre angemessener, da kein Datenverlustrisiko besteht.",statisch
72,kausalitaet,Lager,hoch,"app/Http/Controllers/Inventory/AssetInstallmentController.php:94, 172",Fehlermeldung bei Store/Update-Fehler zeigt Erfolgsmeldung,"Im else-Zweig (Fehlerfall) von store() und update() wird 'Der Datensatz wurd erfulgreich gespeichert!' als delete_msg (roter Hinweis) zurückgegeben. Der Nutzer sieht eine rote Box mit der Aussage, die Aktion sei erfolgreich gewesen – eine direkte Falschinformation nach Fehlschlag.",Fehlermeldung korrigieren: z.B. 'Der Datensatz konnte nicht gespeichert werden.' und den Schlüssel save_msg durch delete_msg ersetzen (oder ein eigenes error_msg-Flash einführen).,"Zeile 94 und 172 in /Users/yamanuri/Documents/ticket/app/Http/Controllers/Inventory/AssetInstallmentController.php enthalten exakt den beschriebenen Fehler: Im else-Zweig (Fehlerfall) wird `delete_msg` (roter Flash-Hinweis) mit dem Text 'Der Datensatz wurd erfulgreich gespeichert!' gesetzt - identisch zur Erfolgsmeldung in den if-Zweigen (Zeile 92/170). Der Nutzer erhält nach einem Fehler eine rote Box mit einer Erfolgsmeldung, was eine direkte Falschinformation ist; der Schweregrad ""hoch"" ist angemessen.",statisch
73,kausalitaet,Lager,hoch,app/Http/Controllers/Inventory/AssetInstallmentController.php:109-112,SQL-Logikfehler in AssetInstallmentController::show() – type-Filter wird durch orWhere gebrochen,"Die Abfrage lautet: ->where('type','asset') ->where('assets.item', LIKE ?) ->orWhere('assets.id', LIKE ?). Das ungekapselte orWhere gilt auf Top-Level und erzeugt SQL: WHERE type='asset' AND item LIKE ? OR id LIKE ?. Bei einer Suche nach einer numerischen ID gibt die Abfrage alle asset_installments zurück, bei denen id der Suche entspricht – unabhängig vom type-Filter. Maschinen-Ratenzahlungen können so in der Asset-Liste erscheinen.","Suchbedingungen in eine Closure kapseln: ->where(function($q) use ($search) { $q->where('assets.item','LIKE',""%$search%"")->orWhere('assets.id','LIKE',""%$search%""); })","Die Stelle existiert exakt wie beschrieben: Zeile 109 setzt `where('asset_installments.type','=','asset')`, aber Zeile 112 fügt ein ungekapseltes `orWhere('assets.id','LIKE',...)` auf Top-Level hinzu. Das erzeugt SQL `WHERE type='asset' AND item LIKE ? OR id LIKE ?`, wodurch der type-Filter bei numerischen ID-Suchen ausgehebelt wird und Maschinen-Ratenzahlungen (type='machine') in der Asset-Liste erscheinen können. Es gibt kein Indiz für eine bewusste Projekt-Konvention; die parallele Abfrage für `$data['car']` (Zeilen 114-119) verwendet korrekt nur ein einzelnes `where`, was das Muster als unbeabsichtigten Fehler kennzeichnet.",statisch
74,kausalitaet,Finanzen,hoch,"app/Http/Controllers/Customer/BegFundingsController.php:19,66",BEG-Förderungen: create()- und edit()-Views existieren nicht (ViewNotFoundException),"create() gibt view('beg_fundings.create') zurück, edit() gibt view('beg_fundings.edit') zurück. Diese Pfade existieren nicht. Die vorhandenen Views liegen unter admin.customer_economic_calculation.beg_fundings.{create,edit}. Aufruf von /beg-fundings/create und /beg-fundings/{id}/edit wirft eine ViewNotFoundException.",Korrekten Pfad: return view('admin.customer_economic_calculation.beg_fundings.create') und ...edit verwenden.,"In `app/Http/Controllers/Customer/BegFundingsController.php` geben `create()` (Zeile 19) und `edit()` (Zeile 66) tatsächlich `view('beg_fundings.create')` bzw. `view('beg_fundings.edit')` zurück. Diese View-Pfade existieren nicht; die einzigen vorhandenen Views liegen unter `resources/views/admin/customer_economic_calculation/beg_fundings/{create,edit}.blade.php`. Die eigene `index()`-Methode desselben Controllers verwendet bereits den korrekten Pfad `admin.customer_economic_calculation.beg_fundings.index`, was die Inkonsistenz belegt und eine bewusste Konvention ausschließt.",statisch
75,kausalitaet,Admin & System,hoch,app/Http/Controllers/Phase/TaskPhaseController.php:453,TaskPhaseController::clone() referenziert undefinierte Klasse TaskSubTasks (statt TaskSubTask),"Zeile 9 importiert App\Models\TaskSubTask (korrekte Klasse), aber Zeile 453 ruft TaskSubTasks::create([...]) auf. TaskSubTasks existiert nicht; bei Ausführung des Clone-Pfads (Kopieren von Sub-Tasks) tritt ein fataler Error (Class 'TaskSubTasks' not found) auf. Der gesamte Clone-Feature-Zweig ist kaputt.",TaskSubTasks::create([...]) auf TaskSubTask::create([...]) korrigieren.,"Die Stelle existiert exakt wie beschrieben: Zeile 9 importiert `App\Models\TaskSubTask` (korrekt, Singular), aber Zeile 453 ruft `TaskSubTasks::create([...])` auf (Plural, nicht definiert, kein Alias vorhanden). Bei Ausführung des Clone-Pfads tritt ein fataler PHP-Fehler ""Class 'App\Http\Controllers\Phase\TaskSubTasks' not found"" auf. Der Schweregrad ""hoch"" ist angemessen, da der gesamte Sub-Task-Clone-Zweig unbrauchbar ist.",statisch
76,kausalitaet,Admin & System,hoch,app/Http/Controllers/Phase/TaskPhaseController.php:352-364,TaskPhaseController::storeNewPhase() erstellt unbeabsichtigt einen ProjectMontageChecklist-Datensatz,"storeNewPhase() erzeugt nach dem Speichern der Phase immer einen neuen ProjectMontageChecklist mit Hardcode-Werten (plan_montage=1, list_name='New Draft' usw.). Diese Funktion heißt ""Phase erstellen"", nicht ""Checkliste erstellen"". Der Seiteneffekt ist weder dokumentiert noch für den Aufrufer erkennbar; er erzeugt Daten-Müll bei jedem Phase-Anlegen über diese Route.","Den Checklist-Erstellungsblock entfernen oder in eine separate, explizit aufgerufene Methode auslagern.","Der Code existiert exakt an den gemeldeten Zeilen (352-362 in /Users/yamanuri/Documents/ticket/app/Http/Controllers/Phase/TaskPhaseController.php): Nach dem `$data->save()` der TaskPhase wird bedingungslos ein `ProjectMontageChecklist`-Datensatz mit Hardcode-Werten (`list_name='New Draft'`, `plan_montage=1` usw.) angelegt, ohne jede Dokumentation oder erkennbare Projekt-Konvention, die diesen Seiteneffekt rechtfertigen wuerde. Schweregrad ""hoch"" ist angemessen, da bei jedem Aufruf von storeNewPhase() ein ungewollter Checklist-Eintrag erzeugt wird.",statisch
77,kausalitaet,Planner,hoch,app/Http/Controllers/Planner/PlannerPlanController.php:286-294,N einzelne INSERTs statt Batch-Insert in syncPlannerItemEmployees,"syncPlannerItemEmployees() löscht erst alle Einträge für ein PlannerItem und schreibt dann jeden Employee-Eintrag einzeln via DB::table('planner_item_employees')->insert([...]). Diese Methode wird für jedes syncierte PlannerItem (Termin, Ticket, Aufgabe) aufgerufen; bei 20 PlannerItems mit je 3 Mitarbeitern = 60 einzelne INSERT-Statements.",Rows als Array aufbauen und mit einem einzigen DB::table('planner_item_employees')->insert($rows) schreiben.,"Die Stelle existiert exakt wie beschrieben: In `/Users/yamanuri/Documents/ticket/app/Http/Controllers/Planner/PlannerPlanController.php` Zeilen 286-294 iteriert `syncPlannerItemEmployees()` mit `foreach` über `$employeeIds` und ruft pro Iteration `DB::table('planner_item_employees')->insert([...])` einzeln auf, anstatt alle Rows vorab als Array aufzubauen und mit einem einzigen Batch-Insert zu schreiben. Es gibt keine Konvention oder technische Notwendigkeit (z.B. Trigger, RETURNING-Klauseln), die Einzel-INSERTs erzwingen würde. Der Schweregrad ""hoch"" ist angemessen, da die Methode pro synkronisiertem PlannerItem aufgerufen wird und bei typischer Last viele redundante Datenbankrundreisen entstehen.",statisch
78,kausalitaet,Reporting,hoch,app/Http/Controllers/Report/OverdueCenterController.php:1050-1060,N firstOrCreate-Aufrufe beim Speichern eines Overdue-Reports (ein Eintrag pro aktivem Mitarbeiter),"Nach dem Speichern eines OverdueReport wird für jeden aktiven Mitarbeiter (Employee::pluck('id')) ein OverdueReportRead::firstOrCreate() aufgerufen. Bei 30 aktiven Mitarbeitern entstehen 30 SELECT+INSERT-Paare. Da kein Batch-Mechanismus verwendet wird, erhöht sich die Latenz des Speicher-Requests proportional zur Mitarbeiterzahl.",Zeilen-Array aufbauen und DB::table('overdue_report_reads')->insertOrIgnore($rows) verwenden.,"Die Stelle existiert genau wie beschrieben: In `createOverdueReportNotification` (Zeile 1049-1060) wird für jeden aktiven Mitarbeiter (außer dem auslösenden) einzeln `OverdueReportRead::firstOrCreate()` aufgerufen. Da `$notification` soeben neu erstellt wurde, kann kein bestehender Read-Eintrag existieren — jeder `firstOrCreate`-Aufruf führt unweigerlich ein SELECT + INSERT aus, was bei N aktiven Mitarbeitern N*2 DB-Queries ergibt. Ein Batch-Mechanismus (z. B. `insertOrIgnore`) fehlt vollständig.",statisch
79,kausalitaet,Planner,hoch,"app/Http/Controllers/Planner/PlannerPlanController.php:182,247,470,562,612 (145 Stellen)",145 Schema::hasTable/hasColumn-Aufrufe ohne Request-Caching in PlannerPlanController,"PlannerPlanController enthält 145 Schema::hasTable()- und Schema::hasColumn()-Aufrufe. Im Gegensatz zu OverdueCenterController (welcher einen statischen $schemaCache einsetzt) fehlt hier jegliches Caching. Jeder Schema-Check löst eine INFORMATION_SCHEMA-Abfrage aus (oder wird von Laravels internem SchemaBuilder gecacht, aber nur pro Request-Instanz). Bei syncAndLoad wird ein erheblicher Teil davon redundant mehrfach aufgerufen.",Dasselbe statische Caching-Pattern wie in OverdueCenterController (Zeile 50-53) implementieren: private static array $schemaCache = [] mit hasTable()/hasColumn()-Wrapper-Methoden.,"Alle 145 Schema::hasTable/hasColumn-Aufrufe sind in PlannerPlanController.php verifiziert (grep -c ergibt exakt 145); der safeColumn()-Wrapper ab Zeile 180 delegiert direkt an Schema:: ohne jegliches Caching, während OverdueCenterController ab Zeile 50 explizit private static array $schemaCache = ['hasTable' => [], 'hasColumn' => []] deklariert — das Caching-Pattern existiert im Planner-Controller schlicht nicht, obwohl dieselben Tabellennamen (z.B. ticket_tasks, planner_items, employees) methodenübergreifend wiederholt abgefragt werden.",statisch
80,konsistenz,CRM – Leads & Kunden,hoch,"app/Http/Controllers/Customer/NewLeadsController.php:3440,4552,4859,973,1979",auth()->user()->name wird als Employee-ID misbraucht – semantisch falsch und fragil,"Die App speichert offenbar die Employee-ID im User.name-Feld. Dies wird an über 20 Stellen mit auth()->user()->name als Integer-Employee-ID verwendet (z.B. L3440: $empId = (int) auth()->user()->name, L973: 'employee_id' => auth()->user()->name). Gleichzeitig wird an anderen Stellen $currentName = auth()->user()->name als Namens-String zum Vergleich mit employees.name genutzt (L4575: where('contact_person.name', $currentName), L4589: where('lp_inner.name', $currentName)). Das führt zu falschen Filterergebnissen wenn Employee-ID ≠ Employee-Name (was immer der Fall sein sollte). Der junked_by/deleted_by-Join (L11392, L11612) joiniert ->employees ON employees.id = junked_by, aber gespeichert wird auth()->user()->name (Namens-String), nicht die ID.","Entweder eigene employees.user_id-Spalte einführen und Auth-User dediziert mit Employee verknüpfen, oder auth()->user()->employee_id-Relation anlegen. Dann alle auth()->user()->name-Stellen auf auth()->user()->employee->id bzw. auth()->user()->employee->name auflösen.","Die Stellen existieren exakt wie gemeldet und das Problem ist real: auth()->user()->name speichert projektweit eine Integer-Employee-ID (L3439 kommentiert dies explizit, L11218/11259 bestätigen die Konvention), wird aber an L4575 (`where('contact_person.name', $currentName)`) und L4589/4883 (`where('lp_inner.name', $currentName)`) als String gegen die employees.name-Spalte verglichen – ein Integer-ID-Wert kann nie einem Namens-String entsprechen, was zu leeren/falschen Filterergebnissen führt. Severity ""hoch"" ist angemessen, da falsche Filterresultate in der Lead-Zuweisung direkte Datensichtbarkeitsfehler verursachen.",statisch
81,konsistenz,Projekte & Planer,hoch,resources/views/admin/todo/personal/task_details.blade.php:265,PersonalTask-Status-Werte inkonsistent zwischen View und Controller,"Die View `task_details.blade.php` mappt und bietet Status-Werte an, die im Controller nicht existieren: `'new'`, `'start'`, `'on_going'`, `'on_review'` (Z. 265–306). Der Controller `PersonalTaskController` verwendet `'open'`, `'on_progress'`, `'completed'`, `'pause'`, `'cancel'` (Z. 111, 125, 131, 137). `PersonalTaskBoardController` kennt zusätzlich noch `'working'`, `'in_progress'`, `'junk'`, `'rejected'`. Das Ergebnis: Der Status-Label zeigt für reale Datensätze immer 'Status unbekannt'.","Einen einzigen kanonischen Status-Enum/Constant definieren und in Controller, Validation, Seeder und Views einheitlich verwenden. Alle Aliase (`new`→`open`, `on_going`→`on_progress`) in einer Migration bereinigen.","Die Stelle existiert genau wie beschrieben: Die View-Map (task_details.blade.php:264-272) kennt nur 'new'/'start'/'on_going'/'on_review', während PersonalTaskController neue Aufgaben mit 'open' anlegt (Z. 831) und nach ['open','on_progress'] filtert (Z. 111, 125) — diese Werte fehlen in der View-Map vollständig, was zu 'Status unbekannt' führt. PersonalTaskController selbst belegt die Zersplitterung zusätzlich durch eine Workaround-Gruppierung (Z. 4360-4375), die 'open'/'new'/'start' und 'on_progress'/'on_going'/'on_review' als Aliase zusammenfasst. Der Schweregrad 'hoch' ist angemessen, da Live-Datensätze systematisch falsch angezeigt werden.",statisch
82,konsistenz,Artikel,hoch,"database/migrations/2023_06_22_085602_create_products_table.php:33 vs app/Http/Controllers/Product/ProductController.php:740,760,1038","Status-Werte inkonsistent: DB-Default 'active', Code nutzt 'Published'/'Unpublished'","Das Migration-Default für status ist 'active'. Im Controller und in allen Filter-/Status-Abfragen werden ausschließlich 'Published' und 'Unpublished' genutzt. Produkte, die vor der Codeänderung angelegt oder per Seed/Import mit status='active' erstellt wurden, erscheinen in keinem der Filter und gelten weder als aktiv noch inaktiv.","Migration mit DB::statement(""UPDATE products SET status='Published' WHERE status='active'"") korrigieren und den DB-Default auf 'Published' setzen, oder einen Accessor im Model anlegen der 'active' auf 'Published' mappt.","Die Migration setzt in Zeile 32 den DB-Default `'active'` für `products.status`, während der Controller ausschliesslich `'Published'`/`'Unpublished'` schreibt und filtert (Zeilen 740, 760, 1038, 591-592) und das Product-Model keinerlei Accessor oder Cast besitzt, der `'active'` auf `'Published'` abbilden würde. Datensätze mit `status='active'` (z.B. aus Importen oder vor der Codeänderung) sind in keinem Filter sichtbar und werden in der Statusanzeige nur als Rohwert `'active'` durchgereicht.",statisch
83,konsistenz,Querschnitt,hoch,app/Http/Controllers/ (app-weit),Inkonsistente Flash-Message-Keys: 7 verschiedene Schlüsselnamen nebeneinander,"Es existieren gleichzeitig: 'save_msg' (213x), 'delete_msg' (172x), 'success' (62x), 'error' (45x), 'update_msg' (19x), 'error_msg' (16x), 'updated_msg' (6x), 'not_save' (8x), 'not_msg' (6x), 'ok' (2x in Views). Jede View muss individuell entscheiden, welche Schlüssel sie abfragt. Es gibt keine zentrale Flash-Komponente im Layout.","Standard-Konvention festlegen (z. B. 'success', 'error', 'warning', 'info') und alle Flash-Setzungen und View-Abfragen migrieren. Eine zentrale Blade-Komponente oder Layout-Block für Flash-Rendering einführen.","Die Inkonsistenz ist real und weitreichend: In /app/Http/Controllers/ werden parallel 'save_msg' (223x), 'delete_msg' (175x), 'update_msg' (19x), 'error_msg' (16x), 'not_save' (8x), 'updated_msg' (6x), 'not_msg' (6x) sowie neuere 'success'/'error'-Keys gesetzt — keine gemeinsame Konvention. 172 verschiedene View-Dateien fragen die Keys jeweils individuell per Session::has() ab; weder das Admin-Layout noch das Haupt-Layout enthalten eine zentrale Flash-Behandlung, und es gibt keine Flash-Blade-Komponente unter resources/views/components/.",statisch
84,konsistenz,Querschnitt,hoch,"app/Http/Controllers/PlaningController.php:193, app/Http/Controllers/PlaningController.php:222, app/Http/Controllers/ToolsController.php:110–117, app/Http/Controllers/HandoverController.php:144",'delete_msg' für Error-Szenarien missbraucht – semantisch falsch,"'delete_msg' wird in 51 Fällen für Fehlermeldungen verwendet (z. B. 'Ungültiger Projektstatus.', 'Ein Fehler ist aufgetreten.', 'Failed to retrieve weather data'). Views rendern delete_msg vielfach als toast('bad') oder toastr.error(), was zufällig passt, aber semantisch falsch ist und zu falschen Titeln ('Gelöscht') führt.",Fehlermeldungen konsequent mit 'error' setzen. 'delete_msg' nur für erfolgreiche Löschvorgänge verwenden.,"Alle vier genannten Stellen existieren exakt so wie beschrieben: PlaningController.php:193 setzt delete_msg auf 'Ungültiger Projektstatus.', Zeile 222 auf 'Ein Fehler ist aufgetreten.', ToolsController.php:110–117 auf drei verschiedene API-Fehlermeldungen, HandoverController.php:144 auf eine Validierungsfehlermeldung. Die Views bestätigen das Titelprob­lem konkret: z. B. contact_list.blade.php:2719 rendert delete_msg als toast('bad', 'Gelöscht', ...), sodass Fehlermeldungen unter dem Titel ""Gelöscht"" erscheinen. Dies ist keine projektweite Konvention, sondern ein konsequenter Missbrauch des Schlüssels.",statisch
