id,regel,modul,severity,status,location,titel,problem,vorschlag,confidence
220,redundanz,CRM – Anfragen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Inquiry/InquiryController.php:1695-1710,In departmentEmployees() werden innendienst und aussendienst mit identischer DB-Abfrage befuellt,"Fuer jede Mapping-Zeile werden $innendienst und $aussendienst mit exakt identischen JOIN-Abfragen auf employees/employee_departments befuellt (same table, same WHERE, same SELECT, same ORDER BY). Das verdoppelt unnoetig die DB-Last. Ausserdem wird pro Mapping noch eine separate article_groups-Abfrage gefeuert (Zeile 1713), was bei vielen Produkten ein N+1-Problem erzeugt.","$innendienst einmal abfragen, $aussendienst = $innendienst setzen (oder eine echte Unterscheidung implementieren, z.B. ueber eine 'type'-Spalte in product_positions). Die article_group-Abfrage vor der foreach-Schleife mit einem einmaligen IN-Query vorladen.",hoch
221,redundanz,CRM – Leads & Kunden,mittel,unverifiziert (mittel/niedrig),resources/views/admin/new_leads/layouts/history_modal.blade copy.php:1,Massenhaft tote Copy-Backup-Blades im Produktionscode,"Im CRM-Modul existieren mindestens 9 '.blade copy.php'-Dateien (z.B. history_modal.blade copy.php, profile.blade copy.php, customer_view.blade copy.php, customer_profile.blade copy.php u.a.) sowie eine 'old code/'-Unterordner-Gruppe und eine partials.zip im Verzeichnis. Diese Dateien liegen im Produktions-Repository, sind nicht über Routen erreichbar, blähen das Repo auf und verursachen Verwirrung welche Version aktuell ist.","Alle *.blade copy*.php und Old-Code-Ordner über Git entfernen (git rm). Versionierung über Git-History, nicht über Copy-Dateien.",hoch
222,redundanz,CRM – Partner,mittel,unverifiziert (mittel/niedrig),routes/web.php:2303 und routes/web.php:2448,Zwei parallele Routen-/Controller-Stacks für Distributor-Preise speichern,"Es existieren zwei separate POST-Endpunkte zum Erstellen von Distributor-Preisen: /products/{product}/distributor-prices (DistributorPriceController@storeSingle) und products/{product}/distributor-prices (DistributorController@save, prefix 'products'). Beide haben unterschiedliche Route-Namen ('products.distributor-prices.store' vs. 'distributor-prices.store'), unterschiedliche Validierungs- und Berechnungslogik und liegen in unterschiedlichen Controllern. Dasselbe Muster wiederholt sich für update und delete.",Einen der Stacks als kanonisch festlegen (DistributorController ist besser strukturiert) und den DistributorPriceController auf diesen konsolidieren. Den veralteten Stack mit einem TODO-Deprecation-Kommentar versehen und nach Migration entfernen.,hoch
223,redundanz,Vertrieb – Angebote,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Offer/OfferFolderController.php:923 und :934,Doppelter document_status-Key in data()-JSON-Response und mehrfache DB-Aufrufe für denselben Wert,"Im Array des jsonSuccess()-Aufrufs in data() ist 'document_status' zweimal als Key gesetzt (Zeilen 923 und 934). PHP überschreibt den ersten Wert – der erste Eintrag (inkl. 'document_status_label', 'angebot_snapshot_sections' usw.) geht verloren. Zusätzlich wird $this->resolveFolderDocumentStatus($folder) sieben Mal (Zeilen 923, 934, 942, 943, 944, 948, 954) und $this->findWorkflowMainStage(...) viermal in derselben Methode aufgerufen, je mit erneuten DB-Queries.","Den ersten document_status-Block (Zeile 923) aus dem Array entfernen, da Zeile 934 die korrekte Position ist. $documentStatus = $this->resolveFolderDocumentStatus($folder) vor dem Array einmalig berechnen und die Variable wiederverwenden. findWorkflowMainStage einmalig in $mainStage speichern.",hoch
224,redundanz,Vertrieb – Angebote,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Offer/OfferController.php:30 und app/Http/Controllers/Customer/Offer/OffersController.php:15,Zwei parallele Offer-Controller (OfferController + OffersController) mit überschneidender Funktionalität,OfferController (2929 Zeilen) und OffersController (290 Zeilen) existieren nebeneinander für dasselbe Modul. OffersController::store() (über POST customer_offer_save) dupliziert Teile der Angebotsanlage aus OfferController::store(). OffersController::index() rendert admin.offer.view.offer_view – eine parallele Ansicht neben admin.offer.index aus OfferController::index(). Zwei inkonsistente Einstiegspunkte für dasselbe Modul.,OffersController in OfferController zusammenführen oder OffersController explizit als 'Legacy/deprecated' markieren und schrittweise migrieren. Route customer_offer_save auf den modernen OfferController::store() umlenken.,hoch
225,redundanz,Vertrieb – Aufträge & Rechnungen,mittel,unverifiziert (mittel/niedrig),routes/web.php:4391–4392 und 4407–4408,Doppelte Route-Registrierung für deal-measurements.notes.store,"Die Route POST /deal-measurements/{measurement}/notes mit dem Namen deal-measurements.notes.store wird zweimal identisch registriert. Laravel überschreibt die erste Registrierung mit der zweiten. Dies ist toter Code, kann zu Debugging-Verwirrung führen und bricht bei zukünftigen Middleware-Änderungen an einer der Stellen.",Eine der doppelten Definitionen (Zeile 4391–4392) entfernen. Nur die sauber eingerückte Variante (Zeile 4407–4408) behalten.,hoch
226,redundanz,Projekte & Planer,mittel,unverifiziert (mittel/niedrig),resources/views/admin/planner/old/index.blade.php:1,Massenhaft tote Copy-/Old-View-Dateien im gesamten Modul (25+ Dateien),"Im Modul existieren über 25 tote Arbeitsdateien: `planner/old/` (14 Dateien inkl. `index.blade copy.php`, `index.blade feb.php`, `scripts.blade copy.php`), `todo/todo_checklist.blade copy.php`, `todo/todo_checklist.blade copy 2.php` (199 KB), `todo/personal/Old Codes/` (7 Dateien inkl. `task_view.blade copy.php`, `task_view.blade copy 2.php`), `planner/visual.blade copy.php`, `task_to_do/oldCode/project.blade copy.php`. Dazu kommen in general_tasks 2 ungenutzte Gantt-Views (`gantt-view-v3.blade.php`, `gantt-view.blade.php` – nur `gantt-view-v4` wird per `@include` eingebunden).","Alle `old/`, `Old Codes/` und `*.blade copy*.php`-Dateien sowie die ungenutzten Gantt-Views in Git löschen (`git rm`). Version-History ist über Git verfügbar; redundante Dateien im Repo erzeugen Verwirrung und erschweren Refactoring.",hoch
227,redundanz,Support – Tickets,mittel,unverifiziert (mittel/niedrig),"routes/web.php:2006,2122 und 2247,2085",Doppelte Route-Definitionen für Kommentare und Likes,"Die Route POST /ticket/comments ist zweimal mit demselben Namen comments.store definiert (Zeilen 2006 und 2122). Das gleiche gilt für die Like-Route: ticket-reports.like (Zeile 2003) und ticket-report.like (Zeile 2085) zeigen auf dieselbe Methode. Außerdem gibt es zwei Routen für Berichts-Kommentare: ticket-reports.comments.store (2004) und ticket-report-comments.store (2090). Doppelte Route-Namen überschreiben sich in Laravel gegenseitig, was zu unvorhersehbaren URL-Generierungen führt.","Alle doppelten Routen-Blöcke konsolidieren. Die 'Backward-compatible old route names' im Kommentar zeigen, dass dies absichtlich entstanden ist – die alten Namen per Route::redirect() oder einem einzigen Alias lösen, nicht durch Duplizierung der Definitionen.",hoch
228,redundanz,Support – Tickets,mittel,unverifiziert (mittel/niedrig),"app/Models/Problem.php:114,119,134,140","Doppelte Beziehungs-Methoden im Problem-Model (error/errors, employee/employees)","Das Model definiert sowohl error() (Zeile 114, BelongsToMany ohne explizite Pivot-Tabelle) als auch errors() (Zeile 134, BelongsToMany mit error_problem-Tabelle). Ebenso employee() (119, ohne explizite Pivot-Tabelle) und employees() (140, mit employee_problem-Tabelle). Im Controller wird per method_exists() zwischen beiden gewechselt (ProblemController.php:296-305, 302-306). Diese Dopplung führt zu Verwirrung und kann Bugs verursachen, wenn beide Beziehungen unterschiedlich konfiguriert sind.","error() und employee() entfernen, nur die explizit konfigurierten errors() und employees() behalten. Alle Controller-Prüfungen mit method_exists() entfernen und direkt die Eloquent-Beziehungen aufrufen.",hoch
229,redundanz,Personal / HR,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Employee/EmployeeController.php:256,604",Zwei parallele Create-Employee-Flows (add() und store()) mit inkonsistenter Validierung,"Es existieren zwei separate Methoden zum Anlegen eines Mitarbeiters: add() (Zeile 256, Route emp_add) mit vollständiger Validierung (17 Felder), Sprachsync, Department/Position-Zuordnung und TimeManagement-Plan-Erzeugung; und store() (Zeile 604, Route emp_save) mit nur 3 Feldern (name, lastname, branch) ohne Image-Validierung. Beide erzeugen Employee-Datensätze, aber store() erzeugt keinen TimeManagementPlan und hat keine Abteilungszuordnung. Views emp_create und emp_add zeigen unterschiedliche Formulare ohne klare Nutzerführung.","store() entweder entfernen und emp_save-Route auf add() umleiten, oder store() um die gleiche Geschäftslogik erweitern. Den doppelten Zustand dokumentieren und nur einen Einstiegspunkt für Mitarbeiter-Anlage behalten.",hoch
230,redundanz,Personal / HR,mittel,unverifiziert (mittel/niedrig),"routes/web.php:822,1796,3653",Drei identische /getEmployees-Routen für drei verschiedene Controller,"POST /getEmployees ist dreifach registriert: NewLeadsController@getEmployee (Zeile 822), LeaveController@getEmployees (Zeile 1796 mit Name leave.employees) und EmployeeController@getEmployees (Zeile 3653 mit Name get.employees). Laravel löst die letzte Registration auf — die erste und zweite Route sind de facto tot. Die route()-Hilfsfunktion liefert für leave.employees einen anderen Pfad als /getEmployees.","Jede Route unter einem eindeutigen Pfad registrieren (z.B. /employee/leave-mentions, /admin/employee-list) und alle Aufrufer entsprechend anpassen.",hoch
231,redundanz,Artikel,mittel,unverifiziert (mittel/niedrig),"routes/web.php:2293-2294 und 2308,2318",Doppelt registrierte Routen: products.list und product.description.store.ajax,Die Route GET /product/list mit Name products.list ist zweimal identisch registriert (Zeilen 2293 und 2294). Die Route POST /product/description/store mit Name product.description.store.ajax erscheint ebenfalls zweimal (Zeilen 2308 und 2318). Doppelt registrierte Named Routes überschreiben sich gegenseitig; dies erschwert Debugging und führt bei route()-Aufrufen zu unvorhersehbarem Verhalten.,Doppelte Definitionen entfernen. Eine Code-Review mit php artisan route:list --name=products.list durchführen.,hoch
232,redundanz,Artikel,mittel,unverifiziert (mittel/niedrig),resources/views/admin/product/Old Code/product_create.blade.php / resources/views/admin/master_sets/index.blade copy.php (3 Kopien),Zahlreiche Old-Code/Backup-Blade-Dateien im Repo,"Im Verzeichnis 'Old Code' liegt eine 2.464-Zeilen-Kopie der alten product_create-View. Im master_sets-Verzeichnis existieren drei Backup-Kopien (index.blade copy.php, copy 2, copy 3). Diese Dateien sind nicht über Routen oder Includes eingebunden, aber sie steigen bei Suchanfragen auf, vergrößern das Repo und gefährden versehentliche Einbindung.",Alle *copy*.blade.php und 'Old Code'-Verzeichnisse aus dem Repo entfernen und ggf. in einem separaten Git-Branch archivieren.,hoch
233,redundanz,Lager,mittel,unverifiziert (mittel/niedrig),"resources/views/admin/product/assets/Old Cod/, resources/views/admin/product/delivery/oldCode/, resources/views/admin/product/inventory/purchase_request/oldCode/",Tote Old-Code-Views im Lager-Modul (13 Blade-Dateien),"13 Blade-Dateien in drei 'Old Cod'/'oldCode'-Verzeichnissen existieren im Repo. Kein aktiver Controller referenziert diese Views (per grep bestätigt). Sie enthalten {!!$errors->first(...)!!}-Muster (unescaped) und veraltete Formularstrukturen, was Sicherheitsrisiken bei versehentlicher Wiederverwendung darstellt.","Alle Dateien in diesen Verzeichnissen löschen; falls historisch benötigt, in Git-History belassen.",hoch
234,redundanz,Admin & System,mittel,unverifiziert (mittel/niedrig),routes/web.php:2181-2228,"Zwei parallele, inkonsistente User-Verwaltungssysteme (Legacy + Neu) mit duplizierten Routen","Es existieren zwei vollständige User-CRUD-Systeme: (1) Legacy-Routen /admin_user, /admin_destroy/{id}, /make_admin/{id}, /make_limit/{id}, /deactive/{id}, /active/{id} (GET-basiert, nicht REST); (2) Neue AJAX-Routen /admin/users, /admin/users/fetch, /admin/users/{user} (PUT/DELETE, JSON). Beide laufen auf demselben Controller, verwalten dieselben Daten, aber mit unterschiedlicher Validierung, unterschiedlichen Response-Formaten und unterschiedlichem Sicherheitsniveau. Der admin_user() Controller (Zeile 161) rendert dieselbe View wie adminUsersPage() (Zeile 540).",Legacy-Routen und zugehörige Controller-Methoden nach Migrationsabschluss entfernen. Alle Aufrufer auf die neuen AJAX-Endpunkte umstellen.,hoch
235,redundanz,Chat,mittel,unverifiziert (mittel/niedrig),"public/js/mini_chat copy.js, public/js/mini_chat.js (vs. resources/js/mini_chat.js)",Doppeltes mini_chat.js: resources/js/ (Quelle) vs public/js/ (stale Kopie) plus public/js/mini_chat copy.js,"Vite kompiliert resources/js/mini_chat.js nach public/build/. Die Datei public/js/mini_chat.js (23031 Bytes) ist eine aeltere, manuell abgelegte Version (Dec 2025), waehrend resources/js/mini_chat.js 38150 Bytes hat (neuerer Stand). public/js/mini_chat copy.js (19730 Bytes, Aug 2025) ist eine noch aeltere Kopie. Risiko: Entwickler laden versehentlich den veralteten Stand aus public/js/.","public/js/mini_chat.js und public/js/mini_chat copy.js loeschen. Sicherstellen, dass alle Blade-Views per @vite laden und nicht per asset('js/mini_chat.js').",hoch
236,redundanz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"resources/views/test/test.blade.php, resources/views/admin/dashboard/test.blade.php, resources/views/admin/layouts/test.blade.php, resources/views/admin/formula/test.blade.php u.a.",15 test*.blade.php-Dateien ausserhalb dedizierter Testinfrastruktur,"15 Blade-Dateien mit Namen test.blade.php, test1.blade.php, test2.blade.php in Produktionsverzeichnissen. Keine dieser Dateien wird in routes/ oder Controllern per view()-Aufruf referenziert. Potenzielles Sicherheitsrisiko: Falls Route-Wildcards existieren, koennte ein test-View unbefugt auslieferbar sein.",Alle 15 test-Blade-Dateien loeschen. Fuer Prototyping dedizierte Feature-Branches nutzen statt Dateien in main zu committen.,mittel
237,redundanz,Querschnitt/Models,mittel,unverifiziert (mittel/niedrig),"app/Models/BranchExpense.php:88, app/Models/BranchRent.php:75, app/Models/BranchInsurance.php:73",Identische getStatusLabelAttribute()-Implementierung in 3 Branch-Modellen ohne Trait,Alle drei Modelle implementieren exakt denselben Code: `return self::statuses()[$this->status] ?? (string) $this->status;`. Kein gemeinsamer Trait oder abstrakte Basisklasse. Jede Aenderung der Logik muss dreifach gepflegt werden.,"Einen Trait HasStatusLabel erstellen (app/Models/Traits/HasStatusLabel.php) mit der gemeinsamen Methode. In allen drei Modellen den Trait einbinden (use HasStatusLabel). Falls die statuses()-Methode ebenfalls identisch ist, auch diese in den Trait aufnehmen.",hoch
238,redundanz,Kanban,mittel,unverifiziert (mittel/niedrig),"resources/views/admin/kanban/kanban.blade copy.php, kanban.blade copy 2.php, resources/views/admin/kanban/oldcode/ (6 Dateien)",4 tote Kanban-Blade-Varianten im Hauptordner plus 6 im oldcode/-Unterordner,Neben der aktiven kanban.blade.php liegen 2 copy-Dateien direkt im Ordner und 6 weitere im oldcode/-Unterordner. Ausserdem gibt es eine caban.blade.php (Tippfehler) im Hauptordner. Insgesamt 9 tote Dateien in einem Modul.,"Alle copy-Dateien und den oldcode/-Unterordner loeschen. caban.blade.php (Tippfehler) ebenfalls entfernen, sofern keine Route darauf verweist.",hoch
239,redundanz,Controller/Old,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Old/OverdueCenterController copy.php (2289 Zeilen) vs. app/Http/Controllers/Report/OverdueCenterController.php (4612 Zeilen),OverdueCenterController copy.php in Old/ als Duplikat des aktiven Report-Controllers,Die copy-Datei in Old/ hat einen anderen Namespace (App\Http\Controllers) als der aktive Controller (App\Http\Controllers\Report). Sie ist mit 2289 Zeilen halb so gross wie der aktive Controller. Durch den Leerzeichen-im-Dateinamen kann PHP sie nicht korrekt als Klasse laden - sie ist vollstaendig toter Code.,Die Datei 'OverdueCenterController copy.php' loeschen. Wird bereits durch Fund #1 (gesamter Old/-Ordner) abgedeckt - explizit erwaehnt wegen des Risikos durch den Namespace-Konflikt.,hoch
240,redundanz,Querschnitt,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/InstallmentPaymentController.php vs. app/Http/Controllers/Inventory/InstallmentPaymentController.php; app/Http/Controllers/MobileCalendarController.php vs. app/Http/Controllers/Api/MobileCalendarController.php,Doppelte Controller-Dateien: InstallmentPaymentController und MobileCalendarController,"InstallmentPaymentController existiert identisch an zwei Orten (diff leer). MobileCalendarController existiert in zwei Namespaces mit unterschiedlichem Inhalt (Api-Variante ist signifikant erweitert). Die Root-Version wird in routes/web.php nur als 'InstallmentPaymentController' (Zeile 146) importiert, ist aber durch Inventory/MachineInstallmentController größtenteils obsolet.",Root-Level-Doppelgänger entfernen. Den MobileCalendarController klar auf Api/MobileCalendarController konsolidieren und den Root-Import aus routes/web.php entfernen.,hoch
241,redundanz,HandoverModule,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/HandoverController.php:27,51,67,98,108,160,170",Employee::all() in sieben verschiedenen Methoden des HandoverControllers ohne Caching,"Jede Methode (index, multiple, handover, next, print u. a.) lädt Employee::all() neu. Obwohl das kein N+1-Problem im klassischen Sinne ist, werden bei je eigenem Tab-Aufruf alle Mitarbeiter komplett aus der DB geladen, selbst wenn sich die Daten im Request-Zyklus nicht ändern.","Ein einziges Employee-Collection im Konstruktor oder einer privaten Hilfsmethode mit Cache::remember('employees-dropdown', 300, fn() => Employee::select('id','name','lastname')->get()) bereitstellen.",mittel
242,routing,Dashboard & Berichte,mittel,unverifiziert (mittel/niedrig),routes/web.php:605,Route /home hat Tippfehler im Namen ('dashbaord' statt 'dashboard'),"Route::get('/home', ...)->name('dashbaord') enthält den Tippfehler dashbaord statt dashboard. Wenn Code oder Views route('dashbaord') verwendet, funktioniert es zufällig; Suchoperationen nach 'dashboard' finden diese Route nicht.",Umbenennen auf 'home' (wie die /-Route) oder 'dashboard.home'. route('dashbaord')-Vorkommen in Views/Controllern prüfen und anpassen.,hoch
243,routing,Dashboard & Berichte,mittel,unverifiziert (mittel/niedrig),"routes/web.php:440,452,456,466,476",6 separate Route::group-Blöcke mit demselben middleware/prefix/name für 'dashboard.*',"Der Dashboard-Namespace ist auf mindestens 6 separate Route-Gruppen aufgeteilt (alle mit prefix('dashboard') und name('dashboard.')), anstatt in einer einzigen Gruppe zu stehen. Das erschwert die Übersicht, erhöht das Risiko von Namenskollisionen und macht Middleware-Anpassungen fehleranfällig.",Alle dashboard.-Routen in einer einzigen Route::middleware(['auth'])->prefix('dashboard')->name('dashboard.')->group()-Gruppe zusammenführen.,hoch
244,routing,CRM – Kommunikation,mittel,unverifiziert (mittel/niedrig),routes/web.php:1391-1392,export/csv und export/pdf Routen sind Stubs ohne Implementierung,"Beide Routen geben literalen Text 'TODO: CSV Export' bzw. 'TODO: PDF Export' zurück. Im View (inbox/index.blade.php:546+555) sind die Buttons mit echten route()-Aufrufen verlinkt, sodass Nutzer auf diese Buttons klicken und rohen Text als Response erhalten.","Entweder die Buttons im View temporär ausblenden/deaktivieren, bis die Implementierung fertig ist, oder die Route auf einen Controller-Stub umleiten, der eine 501-Antwort mit einer Fehlermeldung zurückgibt.",hoch
245,routing,Lager,mittel,unverifiziert (mittel/niedrig),routes/web.php:2571-2572,Doppelt definierte Route inventory/product-data,Die Route GET /inventory/product-data/{product_id} mit Name 'inventory.product.data' ist zweimal identisch definiert. Nur die zweite Registrierung ist in der Laravel-Routentabelle aktiv; die erste ist tot. Dies verwirrt Entwickler und kann bei Refactoring zu Fehlern führen.,Zeile 2572 entfernen.,hoch
246,routing,Lager,mittel,unverifiziert (mittel/niedrig),routes/web.php:2677,DeliveryNote-Update via POST statt PUT/PATCH,"Route::post('/{deliveryNote}', ...) wird für das Update verwendet. REST-Konvention fordert PUT oder PATCH. Alle anderen Update-Routen im Modul (z.B. GoodsReceipt Line 5112) verwenden korrekt PUT.",Auf Route::put oder Route::patch umstellen; im zugehörigen Frontend-Aufruf @method('PUT') bzw. den Axios-Verb anpassen.,hoch
247,routing,Admin & System,mittel,unverifiziert (mittel/niedrig),routes/web.php:3193,Stage-Update-Route verwendet POST statt PUT/PATCH (REST-Verstoß),"Route::post('update/{id}', [StageController::class, 'update']) – Gemäß REST-Konventionen sollte eine Update-Operation PUT oder PATCH verwenden. Das neue Admin-Stage-Modul (admin/stages) nutzt POST sowohl für store (admin/stages/store) als auch für update (admin/stages/update/{id}), was nicht differenzierbar ist. Im Kontrast dazu verwenden verwandte Kanban-Routen korrekt PUT/PATCH/DELETE.",Route auf Route::put/patch ändern; im Frontend _method-Spoofing verwenden.,hoch
248,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),routes/web.php:4005,inquiry_junk und inquiry_unjunk akzeptieren GET und POST (Route::match),"Route::match(['get', 'post'], '/inquiry_junk/{id}', ...) ermöglicht sowohl GET als auch POST für eine zustandsändernde Aktion. GET-Requests können unbeabsichtigt durch Browser oder Crawler den Junk-Status setzen.","Auf Route::post('/inquiry_junk/{id}', ...) beschränken und alle Aufrufer auf POST umstellen.",hoch
249,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),routes/web.php:4693 und routes/web.php:4697,chat/group/leave/{id} und chat/group/leave/{group} sind identische URIs mit verschiedenen Namen,"POST /chat/group/leave/{id} und POST /chat/group/leave/{group} sind für denselben Controller und dieselbe Methode (ChatGroupController@leave) registriert. Dies sind zwei identisch aufgelöste URIs mit nur verschiedenen Wildcard-Namen. Laravel registriert beide, aber die zweite überschattet die erste im Cache.",Eine der beiden Routen entfernen. Die verbleibende Route mit dem eindeutigen Parameter-Namen benennen: /chat/group/leave/{groupId}.,hoch
250,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),"routes/web.php:826 (lead_product_list), routes/web.php:1124 (lead-product-lists)",Inkonsistente URI-Konvention: Mischung aus snake_case und kebab-case im selben Modul,"Das Lead-Modul verwendet sowohl snake_case-URIs (lead_product_list, new_lead_save, lead_junk) als auch kebab-case-URIs (lead-product-lists, new-leads/{id}/history-feed, lead/kanban). Dutzende Module zeigen dieselbe Inkonsistenz. Besonders auffällig: POST /lead_product_list und GET /lead_product_lists (mit s) zeigen auf denselben Controller-Method, was verwirrend ist.",Einheitlich auf kebab-case umstellen (Laravel-Standard). Bestehende snake_case-Routen als Legacy-Routen mit Weiterleitungen deprecaten. Naming-Convention im Team festlegen.,hoch
251,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),routes/web.php:522 und routes/web.php:2301,Kollidierende Route-Namen: 'ajax.distributors' doppelt vergeben,Der Name ajax.distributors ist sowohl für GET /admin/supplier-connectors/ajax/distributors (SupplierConnectionController@select2Distributors) als auch für GET /ajax/distributors (DistributorController@index) registriert. route('ajax.distributors') löst auf die zuletzt registrierte Route auf.,Den ersten auf admin.supplier-connectors.ajax.distributors umbenennen (passend zum existierenden Präfix).,hoch
252,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),"routes/web.php:2672, 3727, und 4759",Kollidierende Route-Namen: 'customers.search' dreifach vergeben,"Der Route-Name customers.search wird an drei verschiedenen Stellen für verschiedene Controller-Methoden vergeben. Laravel löst immer die letzte Registrierung auf, die vorherigen Vorkommen sind für Blade und JS unsichtbar.","Routen kontextspezifisch benennen: offers.customers.search, kanban.customers.search, ai.customers.search.",hoch
253,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),routes.txt:10 (activities.destroy),GET /activities_destroy/{id} führt Löschung per GET aus,Phase/PhaseActivitiesController@destroy ist als GET-Route registriert. Destruktive Aktionen sollten DELETE-Verb verwenden.,"Route::delete('/activities/{id}', ...) verwenden.",mittel
254,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),routes/web.php:1867 und routes/web.php:1883,Kollidierende Route-Namen: 'daily.report.delete' doppelt vergeben,Der Route-Name daily.report.delete ist für zwei verschiedene Routen registriert. Die zweite Registrierung überschreibt die erste.,"Eine der Routen umbenennen und prüfen, ob beide wirklich benötigt werden.",hoch
255,routing,Querschnitt,mittel,unverifiziert (mittel/niedrig),routes/web.php:5263,planner/plans/sync akzeptiert GET und POST — GET für Sync-Aktion semantisch falsch,"Route::match(['GET', 'POST'], '/plans/sync', ...) ist laut Kommentar für Kompatibilität mit altem JS. Ein GET-Request auf /planner/plans/sync triggert eine Sync-Aktion (Seiteneffekt), was gegen REST-Semantik verstößt und Browser-Prefetch-Probleme verursachen kann.",JS auf POST umstellen und GET-Variante entfernen. Wenn Legacy-Support nötig: Ablaufdatum setzen und als deprecated markieren.,hoch
256,workflow,Dashboard & Berichte,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Report/OverdueCenterController.php:615-624,markAllReportNotificationsRead führt N einzelne Upserts statt Bulk-Insert aus,Die Schleife foreach ($unreadReportIds as $reportId) { OverdueReportRead::updateOrCreate(...) } führt pro Report-Eintrag einen separaten DB-Write aus. Bei vielen ungelesenen Reports (potenziell Hunderte) entsteht eine massive Anzahl von Einzeloperationen ohne Transaktion.,"Alle zu erstellenden overdue_report_reads-Einträge per DB::table('overdue_report_reads')->upsert([...], ...) in einem einzigen Statement anlegen. Transaktionsschutz hinzufügen.",hoch
257,workflow,Dashboard & Berichte,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Report/OverdueCenterController.php:37-41,898-899","fetch() lädt bis zu 4100 Datenbankzeilen in den PHP-Speicher, paginiert dann in-memory","Die Konstanten LIMIT_INQUIRY=800, LIMIT_TASK=800, LIMIT_APPOINTMENT=800, LIMIT_TICKET=800, LIMIT_LEAD=900 ergeben maximal 4100 Datensätze, die alle in PHP geholt werden. Danach erfolgt Sortierung und Slice in PHP-Collections. Bei wachsenden Datenmengen führt das zu Speicher- und Laufzeitproblemen.","Pagination auf DB-Ebene verlagern (OFFSET/LIMIT in SQL), Sortierung per ORDER BY im Query, Gesamtanzahl per separatem COUNT-Query. Alternativ Cursor-Pagination verwenden.",hoch
258,workflow,CRM – Anfragen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Inquiry/InquiryController.php:764-854,getExistingLeadMatchesForInquiries() kann bei 19 Anfragen/Seite bis zu 38+ Queries ausloesen,sharedListData() ruft getExistingLeadMatchesForInquiries($idsOnPage) auf (max. 19 IDs per Page). Darin laeuft fuer jede Inquiry ein foreach (Zeile 798) mit jeweils zwei separaten Datenbankqueries: findMatchingLeadsForInquiry() und findMatchingDuplicateInquiries(). Bei 19 Anfragen pro Seite sind das mindestens 38 zusaetzliche Queries – plus 2 Queries fuer Vorbereitungen = 40+ Queries nur fuer Duplikaterkennungen auf jeder Listenseite.,Doppelerkennungs-Queries buendeln: alle E-Mails/Phones aller Inquiries der Seite in einen einzigen IN-Query zusammenfassen. Alternativ die Ergebnisse 5 Minuten cachen (Cache::remember()) oder die Duplikaterkennung in einen Hintergrundjob auslagern.,hoch
259,workflow,CRM – Leads & Kunden,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Customer/NewLeadsController.php:3608,3627,3647,3665,3668",Unbeschränktes ->get() aller lead_product_lists auf der Index-Seite,"Die index()-Methode führt nach der paginierten Lead-Abfrage (L3550) noch 5 weitere unbeschränkte ->get()-Abfragen aus: productcount (L3619) lädt ALLE lead_product_lists, customer_product_lists (L3644) lädt ALLE lead_product_lists mit Joins, current_request (L3655) lädt nochmals ALLE lead_product_lists, alternatives (L3665) lädt ALLE lead_alternative_adds, employees (L3668) lädt ALLE Mitarbeiter. Mit wachsenden Daten (Tausende Leads, Zehntausende Produkt-Einträge) werden diese Abfragen zunehmend langsamer und speicherintensiv. Ähnlich in waiting_leads() (L3966–4004) und setCommonData() (L3285–3322).",customer_product_lists/productcount mit den bereits paginierten Lead-IDs einschränken (whereIn customer_id). Status-Counts als Aggregat-Query (COUNT + GROUP BY status) statt Collection-Filter berechnen. alternatives auf den aktuellen Seiten-Bereich beschränken oder lazy-loadbar machen.,hoch
